DecryptedSceneID|Actual Scene NAME|large image|name
234|Greenhouse_Open_ABA2_A522|Greenhouse_Open_ABA2_A522/large_T033.png|The Greenhouse Open House
235|Gryffindor_Common_Rm_E513_CAAA|Gryffindor_Common_Rm_E513_CAAA/large_T036.png|Gryffindor Common Room
236|GuitarHero_Lobby_E6FB_690B|GuitarHero_Lobby_E6FB_690B/large_T034.png|Guitar Hero®: Backstage
237|GzBurger_Apt_SCEA_5EE0_B287|GzBurger_Apt_SCEA_5EE0_B287/large_T034.png|GZ Burger (SCEA)
238|GzBurger_Apt_SCEAsia_5BBB_8E90|GzBurger_Apt_SCEAsia_5BBB_8E90/large_T032.png|GZ Burger (SCEAsia)
239|GzBurger_Apt_SCEE_32EE_33B1|GzBurger_Apt_SCEE_32EE_33B1/large_T033.png|GZ Burger (SCEE)
240|GzBurger_Apt_SCEJ_495A_8341|GzBurger_Apt_SCEJ_495A_8341/large_T033.png|GZ Burger (SCEJ)
241|GzSchl_Lounge_PS_As_DF8B_5681|GzSchl_Lounge_PS_As_DF8B_5681/large_T033.png|Japanese School Days
242|GzSchl_Lounge_PS_EU_51DD_2E7C|GzSchl_Lounge_PS_EU_51DD_2E7C/large_T032.png|Nostalgic University Days
243|GzSchl_Lounge_PS_JP_F34_543|GzSchl_Lounge_PS_JP_F34_543/large_T034.png|Japanese School Days (SCEJ)
244|GzSchl_Lounge_PS_US_7422_6A9|GzSchl_Lounge_PS_US_7422_6A9/large_T033.png|Nostalgic School Days
245|Gzsdn_Lounge_PS_Asia_138D_152|Gzsdn_Lounge_PS_Asia_138D_152/large_T034.png|Yuma Cafe (SCEAsia)
246|Gzsdn_Lounge_PS_EU_90B7_372D|Gzsdn_Lounge_PS_EU_90B7_372D/large_T033.png|Yuma Cafe (SCEE)
247|Gzsdn_Lounge_PS_JP_44FB_5CC6|Gzsdn_Lounge_PS_JP_44FB_5CC6/large_T034.png|Yuma Cafe (SCEJ)
248|Gzsdn_Lounge_PS_US_22B8_C706|Gzsdn_Lounge_PS_US_22B8_C706/large_T033.png|Yuma Cafe (SCEA)
249|GzSFO_Lounge_PS_EU_23A4_E95A|GzSFO_Lounge_PS_EU_23A4_E95A/large_T031.png|City by the Bay Loft “Window to the World” (SCEE)
250|GzSFO_Lounge_PS_US_2F5F_65CE|GzSFO_Lounge_PS_US_2F5F_65CE/large_T032.png|City by the Bay Loft “Window to the World” (SCEA)
251|GzTeaRoom_Silver_PS_532F_841C|GzTeaRoom_Silver_PS_532F_841C/large_T032.png|Tearoom, Silver Monastery
252|GzTeaRoom_Water_PS_146B_DEF7|GzTeaRoom_Water_PS_146B_DEF7/large_T032.png|Tearoom, Aqua Monastery
253|HalloweenTourbus_Apt_FAA5_F4AB|HalloweenTourbus_Apt_FAA5_F4AB/large_T031.png|Halloween Tour Bus
254|Hangakai_Apt_7222_9497|Hangakai_Apt_7222_9497/large_T040.png|Shabby Apartment No. 2 (SCEJ)
255|Hankagai_Lounge_2444_82D2|Hankagai_Lounge_2444_82D2/large_T071.png|Dazzling Neon Downtown (SCEJ)
256|Hankagai_US_F68C_61D5|Hankagai_US_F68C_61D5/large_T036.png|Dazzling Neon Downtown (SCEA)
257|Haunted_Castle_E770_BD3B|Haunted_Castle_E770_BD3B/large_T031.png|Castle Strakh
258|Health_Club_Apt_240D_53CD|Health_Club_Apt_240D_53CD/large_T034.png|Paradise Health Club Apartment
259|Heavy_Water_CF4D_EA19|Heavy_Water_CF4D_EA19/large_T039.png|D2O District
260|Hell_Fire_Apt_DF67_E496|Hell_Fire_Apt_DF67_E496/large_T032.png|Inferno Apartment
261|Hellfire_Nebulon_ED3C_DE23|Hellfire_Nebulon_ED3C_DE23/large_T045.png|Novus Prime
262|HGL_Combat_Apt_AF_2519|HGL_Combat_Apt_AF_2519/large_T037.png|Home Grown Laboratory Apartment
263|HGL_Combat_Lobby_452D_9FF9|HGL_Combat_Lobby_452D_9FF9/large_T037.png|Home Grown Laboratory
264|High_Roller_Club_6453_97BA|High_Roller_Club_6453_97BA/large_T037.png|High Rollers Lounge
265|Hillside_House_Apt_8605_C148|Hillside_House_Apt_8605_C148/large_T032.png|Hillside Apartment
266|Hillside_House_Lobby_ACDF_4BDC|Hillside_House_Lobby_ACDF_4BDC/large_T033.png|Hillside Open House
267|Hllywd_Night_Apt_11B4_F050|Hllywd_Night_Apt_11B4_F050/large_T035.png|Hollywood Hills House Nighttime Estate
268|Hogsmeade_Apt_74FF_CA4C|Hogsmeade_Apt_74FF_CA4C/large_T037.png|A House in Hogsmeade
269|Hogwarts_Express_E7F2_12DF|Hogwarts_Express_E7F2_12DF/large_T043.png|Hogwarts Express
270|Hogwarts_Great_Hall_B6D6_836E|Hogwarts_Great_Hall_B6D6_836E/large_T036.png|Great Hall
271|Hogwarts_Library_ED32_DE53|Hogwarts_Library_ED32_DE53/large_T034.png|Library
272|HollyridgeEstate_Apt_3A82_A762|HollyridgeEstate_Apt_3A82_A762/large_T032.png|Hollyridge Estate
273|Home_Square_A091_EC0|Home_Square_A091_EC0/large_T036.png|Original Home Square Apartment
274|Home_Town_9DE9_6A5B|Home_Town_9DE9_6A5B/large_T040.png|Home Tycoon
275|homecafe|homecafe/large_T038.png|Home Cafe (SCEJ)
276|HomeTheater2_F232_F69E|HomeTheater2_F232_F69E/large_T033.png|N/A
277|Hot_Spot_Lobby_2250_B5EF|Hot_Spot_Lobby_2250_B5EF/large_T039.png|Hot Zone
278|Hufflepuff_Common_Rm_5969_7C52|Hufflepuff_Common_Rm_5969_7C52/large_T036.png|Hufflepuff Common Room
279|Hustle_Kings_Space_A769_E211|Hustle_Kings_Space_A769_E211/large_T033.png|Hustle Kings™ Space
280|Ice_Maze_8A9E_8C0D|Ice_Maze_8A9E_8C0D/large_T034.png|A Frozen Heart
281|Ice_Palace_apartment_7E8D_90C8|Ice_Palace_apartment_7E8D_90C8/large_T034.png|Frozen Peak Palace
282|IndiePark_Asia_C474_449E|IndiePark_Asia_C474_449E/large_T056.png|Indie Park (SCEAsia)
283|IndiePark_US_6610_CC18|IndiePark_US_6610_CC18/large_T035.png|Indie Park (SCEA)
284|inFamous_Space_8C52_ADC9|inFamous_Space_8C52_ADC9/large.png|Abandoned Docks of Empire City
285|Irish_Pub_93E4_6D1D|Irish_Pub_93E4_6D1D/large_T033.png|The Irish Pub
286|Island_Bungalow_Apt_FFDF_6F3|Island_Bungalow_Apt_FFDF_6F3/large_T034.png|Island Bungalow Apartment
287|Island_BungalowLobby_AFAD_B28C|Island_BungalowLobby_AFAD_B28C/large_T033.png|Island Bungalow Open House
288|J_CAPCOM_J_RE5_0000_C008_C14A|J_CAPCOM_J_RE5_0000_C008_C14A/large_T003.png|RESIDENT EVIL 5 Studio Lot (SCEJ)
289|J_CAPCOM_J_RE5_2_422C_C9F6|J_CAPCOM_J_RE5_2_422C_C9F6/large_lounge.png|RESIDENT EVIL 5 Archives (SCEJ)
290|J_CAPCOM_SF4_50E0_DAC8|J_CAPCOM_SF4_50E0_DAC8/large_T031.png|S.I.N.'s Secret Base from Street Fighter IV (SCEJ)
291|J_FS_3DDGH_1_181D_4365|J_FS_3DDGH_1_181D_4365/large_T032.png|Dotnia Castle (1st Floor) (SCEJ)
292|J_FS_3DDGH_2_1EA9_90D8|J_FS_3DDGH_2_1EA9_90D8/large_T033.png|Dotnia Castle (2nd Floor) (SCEJ)
293|J_HUDSON_DolphyDev_7016_A41|J_HUDSON_DolphyDev_7016_A41/large_T033.png|N/A
294|J_HUDSON_Elemon_484C_DCA8|J_HUDSON_Elemon_484C_DCA8/large_T032.png|Elemental Monster's lounge (SCEJ)
295|J_Peakvox_Labs_7_EECC_66B8|J_Peakvox_Labs_7_EECC_66B8/large_T033.png|Peakvox Labs
296|J_Peakvox_Labs_8_55DD_D004|J_Peakvox_Labs_8_55DD_D004/large_T038.png|Peakvox Monster
297|J_Peakvox_Labs_9_AA4E_11FE|J_Peakvox_Labs_9_AA4E_11FE/large_T032.png|Peakvox Labs
298|J_QGames_TGS_Apt2_DF02_BF3B|J_QGames_TGS_Apt2_DF02_BF3B/large_T051.png|PixelJunk™ Exhibition (SCEJ)
299|J_SCEJ_Toro_Lounge_0_47BF_CF6D|J_SCEJ_Toro_Lounge_0_47BF_CF6D/large_T035.png|TORO Lounge (SCEJ)
300|J_SCEJ_Toro_Personal_B176_4996|J_SCEJ_Toro_Personal_B176_4996/large_T032.png|TORO's House
301|J_will_Theater_EF0E_353E|J_will_Theater_EF0E_353E/large_T034.png|GAW theater
302|Jam_Jar_Apartment_D9F9_5ED1|Jam_Jar_Apartment_D9F9_5ED1/large_T036.png|The Jam Jar Apartment
303|Jane_Large_Apt_5B4F_2B41|Jane_Large_Apt_5B4F_2B41/large_T034.png|Carla’s Coffee Shop Apartment
304|Jane_Small_Apt_FF0B_D966|Jane_Small_Apt_FF0B_D966/large_T032.png|Cosmic Corner - Fun Sized Apartment
305|Japanese_Garden_Apt_F866_3D88|Japanese_Garden_Apt_F866_3D88/large_T035.png|Japanese Garden Apartment
306|jcinema_auditorium_1|jcinema_auditorium_1/large_T047.png|Theater Auditorium 1 (SCEJ)
307|jcinema_auditorium_2|jcinema_auditorium_2/large_T039.png|Theater Auditorium 2 (SCEJ)
308|jcinema_auditorium_3|jcinema_auditorium_3/large_T038.png|Theater Auditorium 3 (SCEJ)
309|jcinema_auditorium_4|jcinema_auditorium_4/large_T038.png|Theater Auditorium 4 (SCEJ)
310|Jewel_Of_The_Skies_B0C2_AB36|Jewel_Of_The_Skies_B0C2_AB36/large_T035.png|The Kingdom of the Skies
311|Journey_2E32_65F3|Journey_2E32_65F3/large_T035.png|Journey™
312|Jwill_Fishing_Lounge_55DD_BF9E|Jwill_Fishing_Lounge_55DD_BF9E/large_T040.png|Monster Japan Ippon Fishing
313|Jwill_FishingLounge2_F48A_E625|Jwill_FishingLounge2_F48A_E625/large_T037.png|Monster Japan Dojo
314|Killer_Plants_Space_9144_BA21|Killer_Plants_Space_9144_BA21/large_T034.png|Killer Plants from Outer Space
315|Killzone3_TGI_5BE2_DF1A|Killzone3_TGI_5BE2_DF1A/large_T034.png|Killzone® Plaza Defender
316|Konami_Space_1A13_E5ED|Konami_Space_1A13_E5ED/large_T041.png|Konami Penthouse
317|KZ2_ThroneRoom_55A7_DE1C|KZ2_ThroneRoom_55A7_DE1C/large_T040.png|Visari Throne Room
318|KZ3_Promo_7960_5553|KZ3_Promo_7960_5553/large_T036.png|Killzone® Plaza Defender
319|Lagoon_Kaseki_PS_9F80_B2EA|Lagoon_Kaseki_PS_9F80_B2EA/large_T045.png|Fossil Museum (SCEJ)
320|Lagoon_Kaseki_PS_EU_6863_B9A6|Lagoon_Kaseki_PS_EU_6863_B9A6/large_T032.png|Fossil Museum (SCEE)
321|Lagoon_Kaseki_PS_US_36B2_68E6|Lagoon_Kaseki_PS_US_36B2_68E6/large_T032.png|Fossil Museum (SCEA)
322|Lagoon_Lounge_9496_A14|Lagoon_Lounge_9496_A14/large_T077.png|Southern Island Hideaway (SCEJ)
323|Lagoon_Lounge_Apt_4B3B_35AC|Lagoon_Lounge_Apt_4B3B_35AC/large_T051.png|My Private Hideaway (SCEJ)
324|Lagoon_Lounge_PS_EU_1537_462B|Lagoon_Lounge_PS_EU_1537_462B/large_T038.png|My Private Hideaway (SCEE)
325|Lagoon_Lounge_PS_US_A894_C4AC|Lagoon_Lounge_PS_US_A894_C4AC/large_T038.png|My Private Hideaway (SCEA)
326|Lagoon_Lounge_PSAsia_8378_DB55|Lagoon_Lounge_PSAsia_8378_DB55/large_T038.png|My Private Hideaway (SCEAsia)
327|LagoonKaseki_PS_Asia_6863_B9A6|LagoonKaseki_PS_Asia_6863_B9A6/large_T033.png|Fossil Museum (SCEAsia)
328|Lakeside_Log_Cabin_B1F_6131|Lakeside_Log_Cabin_B1F_6131/large.png|Lakeside Log Cabin
329|Las_Vegas_Apt_3138_A19F|Las_Vegas_Apt_3138_A19F/large_T037.png|Nightlife Lounge Apartment
330|LasVegasSuite_E8EB_2C40|LasVegasSuite_E8EB_2C40/large_T037.png|Las Vegas Suite
331|LasVegasSuite_PUB_665B_1606|LasVegasSuite_PUB_665B_1606/large_T037.png|Las Vegas Suite Open House
332|LeChuck_Pirate_Ship_D398_F2A|LeChuck_Pirate_Ship_D398_F2A/large_T037.png|LeChuck's Pirate ship
333|Lighthouse_Apt_8437_B01D|Lighthouse_Apt_8437_B01D/large_T031.png|Luxury Lighthouse Apartment
334|LIVING_Home_Apt_C16A_C182|LIVING_Home_Apt_C16A_C182/large_T031.png|The House Apartment
335|LKWD_Life_Lake_Oasis_DA4D_1213|LKWD_Life_Lake_Oasis_DA4D_1213/large_T031.png|LKWD Life Lakeside Oasis
336|LKWD_Runway_Apt_SCEJ_A5F4_1304|LKWD_Runway_Apt_SCEJ_A5F4_1304/large_T035.png|LKWD Venue (SCEJ)
337|Lobster_Mania_Apt_3E58_5697|Lobster_Mania_Apt_3E58_5697/large_T032.png|Oscar's Lobster Mania Island
338|Lockadoodle_Apt_964_82DB|Lockadoodle_Apt_964_82DB/large_T032.png|Lock-a-doodle Studio
339|Lockwood_Catwalk_Apt_B5FF_1F24|Lockwood_Catwalk_Apt_B5FF_1F24/large_T036.png|LKWD Venue
340|Lockwood_Gift_Shop_6D1C_FAE4|Lockwood_Gift_Shop_6D1C_FAE4/large_T035.png|Gift Shop
341|Lockwood_Showcase_6663_C388|Lockwood_Showcase_6663_C388/large_T053.png|LKWD HQ
342|LOOT_Drivable_Yacht_D624_D64C|LOOT_Drivable_Yacht_D624_D64C/large_T044.png|LOOT™'s Sunset Yacht (With Home Theater)
343|Loot_ModularStageSet_6890_BE1B|Loot_ModularStageSet_6890_BE1B/large_T038.png|Studio Stage Set from LOOT™
344|LOOT_Public_Space_237E_1F7A|LOOT_Public_Space_237E_1F7A/large_T047.png|LOOT SPACE STATION 2.1
345|Luxury_Cruise_Apt_34BE_547A|Luxury_Cruise_Apt_34BE_547A/large_T035.png|Paradise at Sea Apartment
346|Luxury_Cruise_Lobby_6087_EA2E|Luxury_Cruise_Lobby_6087_EA2E/large_T033.png|Paradise at Sea Public
347|Luxury_Sub_OpenEH_A6BC_34F4|Luxury_Sub_OpenEH_A6BC_34F4/large_T034.png|N/A
348|Luxury_Submarine_Apt_CAA2_A236|Luxury_Submarine_Apt_CAA2_A236/large_T036.png|The Pearl Diver Apartment
349|Luxury_Tent_Apt_B2A_7F9A|Luxury_Tent_Apt_B2A_7F9A/large_T035.png|Moon Forest Apartment
350|Luxury_Tent_Lobby_3C0D_1984|Luxury_Tent_Lobby_3C0D_1984/large_T035.png|Moon Forest Open House
351|LuxuryRainforest_Apt_E338_49A1|LuxuryRainforest_Apt_E338_49A1/large_T035.png|Rainforest Lodge
352|LuxurySubmarineLobby_7354_DA4A|LuxurySubmarineLobby_7354_DA4A/large_T034.png|The Pearl Diver Open House
353|LV_Clubhouse_Open_1079_A1E2|LV_Clubhouse_Open_1079_A1E2/large_T034.png|Nightlife Lounge Open House
354|MagicGallery_A676_AB8E|MagicGallery_A676_AB8E/large_T035.png|Gallery
355|MagicMainHall_65CF_845C|MagicMainHall_65CF_845C/large_T035.png|Main Hall
356|Mahjong_Local_6C03_8C6F|Mahjong_Local_6C03_8C6F/large_T036.png|Mahjong Apartment
357|Male_Mech_Vault_445F_BCA5|Male_Mech_Vault_445F_BCA5/large_T032.png|Iron Fusion Vault (Male)
358|Manhattan_Apartment_838D_8778|Manhattan_Apartment_838D_8778/large_T036.png|City Penthouse
359|Mansion_13_55D3_AD90|Mansion_13_55D3_AD90/large_T034.png|Savage Manor
360|MansionBackyard_603E_C20A|MansionBackyard_603E_C20A/large_T042.png|PlayStation®Home Mansion - Infinity Pool
361|MansionFirstFloor_FAC3_2B8F|MansionFirstFloor_FAC3_2B8F/large_T043.png|PlayStation®Home Mansion - First Floor
362|MansionGarage_60C_A5D4|MansionGarage_60C_A5D4/large_T039.png|PlayStation®Home Mansion - Garage
363|MansionSecondFloor_9F58_D1DE|MansionSecondFloor_9F58_D1DE/large_T040.png|PlayStation®Home Mansion - Second Floor
364|Marina_Apartment_8D59_7290|Marina_Apartment_8D59_7290/large_T031.png|LKWD Life Paradise Marina
365|Marketplace2_Asia_A6A8_27B5|Marketplace2_Asia_A6A8_27B5/large_T037.png|Shopping Mall - West (SCEAsia)
366|Mercia_Hub_64E4_C8|Mercia_Hub_64E4_C8/large_T040.png|Mercia: Fractured Realms - The Sanctuary
367|Mercia_Lockaway_98C0_41EE|Mercia_Lockaway_98C0_41EE/large_T040.png|Mercia: Fractured Realms - The Lockaway
368|Mercia_Old_Temple_E879_DCB2|Mercia_Old_Temple_E879_DCB2/large_T040.png|Mercia: Fractured Realms - The Old Temple
369|MIB_Headquarter_Apt_4280_6EBB|MIB_Headquarter_Apt_4280_6EBB/large_T033.png|Men in Black™ Headquarters Apartment
370|MIB_Lobby_6389_3BE0|MIB_Lobby_6389_3BE0/large_T037.png|Men in Black™ Headquarters Public
371|Midnight_Glade_Apt_9F6D_4BDF|Midnight_Glade_Apt_9F6D_4BDF/large_T035.png|The Midnight Glade Apartment
372|Midnight_Glade_E5E9_7799|Midnight_Glade_E5E9_7799/large_T035.png|The Midnight Glade Public
373|Midway_3_C664_E87B|Midway_3_C664_E87B/large_T039.png|The Midway 3
374|Midway_Apartment_4D5E_F216|Midway_Apartment_4D5E_F216/large_T053.png|Darla's Den
375|Midway2_68D9_45B4|Midway2_68D9_45B4/large_T046.png|The Midway 2
376|Millionaires_Beach_BC6F_6E33|Millionaires_Beach_BC6F_6E33/large_T038.png|Dream Island
377|Millionaires_Hub_1508_98C7|Millionaires_Hub_1508_98C7/large_T038.png|Dream Central
378|Millionaires_Yacht_CC55_902E|Millionaires_Yacht_CC55_902E/large_T036.png|The Dream Yacht
379|mingol_1_asia_E5B0_E45D|mingol_1_asia_E5B0_E45D/large.png|Hot Shots Golf Lounge (SCEAsia)
380|mingol_1_e_73F5_6807|mingol_1_e_73F5_6807/large.png|Hot Shots Golf Lounge (SCEE)
381|mingol_1_jp|mingol_1_jp/large_T001.png|Hot Shots Golf Lounge (SCEJ)
382|MiniBot_City_E7DE_512E|MiniBot_City_E7DE_512E/large_T035.png|Serenity Plaza
383|Minibots_TrainingApt_E8EE_2E12|Minibots_TrainingApt_E8EE_2E12/large_T034.png|MiniBots Training Facility
384|MM_ToyStory3Personal_B86B_DF47|MM_ToyStory3Personal_B86B_DF47/large_T034.png|Andy's Room
385|Modern_Asian_Apt_4EFF_6E2D|Modern_Asian_Apt_4EFF_6E2D/large_T035.png|Plum Tree Pavilion Apartment
386|Modern_Asian_Lobby_E08E_545F|Modern_Asian_Lobby_E08E_545F/large_T036.png|Plum Tree Pavilion Open House
387|Modern_Ranch_Apt_F07A_2FC3|Modern_Ranch_Apt_F07A_2FC3/large_T035.png|Infinite Oasis Ranch Apartment
388|Modern_Ranch_Lobby_D809_4311|Modern_Ranch_Lobby_D809_4311/large_T032.png|Infinite Oasis Ranch Open House
389|Modern_Ranch_OpenEH_780B_482B|Modern_Ranch_OpenEH_780B_482B/large_T034.png|Infinite Oasis Ranch Open House
390|ModN_Event_Backstage_2EE9_AFB3|ModN_Event_Backstage_2EE9_AFB3/large_T033.png|The Backstage Pass
391|ModNationSpace_F46D_47C|ModNationSpace_F46D_47C/large_T049.png|ModNation™ Club
392|ModstageSet_Promo_FBC6_7926|ModstageSet_Promo_FBC6_7926/large_T035.png|Studio Stage Set from LOOT™
393|MoonlightRoom_8516_1D6F|MoonlightRoom_8516_1D6F/large_T033.png|Moonlight Room
394|MotorstormApartment_B65F_8CB|MotorstormApartment_B65F_8CB/large_T042.png|MotorStorm® Monument Valley Camp
395|Mount_Olympus_7F11_8392|Mount_Olympus_7F11_8392/large_T035.png|Mount Olympus Open House
396|Mount_Olympus_Apt_1D87_7D4D|Mount_Olympus_Apt_1D87_7D4D/large_T037.png|Mount Olympus
397|Mountain_Getaway_4976_8535|Mountain_Getaway_4976_8535/large_T037.png|Hidden Oak Retreat
398|Music_Unlimied_Pub_8890_79FD|Music_Unlimied_Pub_8890_79FD/large_T035.png|Music Unlimited Club
399|MyGym_Apt_8870_5038|MyGym_Apt_8870_5038/large_T036.png|MyGym Apartment
400|Mystic_Arcade_849C_6413|Mystic_Arcade_849C_6413/large_T032.png|Mystic Arcade
401|NBGI_nmcomm_ct1Asia_521C_5994|NBGI_nmcomm_ct1Asia_521C_5994/large.png|Game Arena
402|NBGI_nmcomm_pm1Asia_6387_7E0D|NBGI_nmcomm_pm1Asia_6387_7E0D/large.png|Community Arena
403|nDreams_Ballroom_Apt_34C2_B593|nDreams_Ballroom_Apt_34C2_B593/large_T032.png|Masquerade Ball - The Ballroom
404|nDreams_Skyhub_4809_6F8E|nDreams_Skyhub_4809_6F8E/large_T078.png|Aurora 1.8
405|Nebula_Airship_E25C_10AD|Nebula_Airship_E25C_10AD/large_T035.png|Nebula Air Ship Open House
406|NeptuneSuite2_E71D_F6CC|NeptuneSuite2_E71D_F6CC/large_T038.png|Neptune Suite
407|Nightclub_Apt_5FB7_554D|Nightclub_Apt_5FB7_554D/large_T032.png|The Nightclub Apartment
408|Nightlife_Open_EASIA_B482_C3C4|Nightlife_Open_EASIA_B482_C3C4/large_T036.png|Nightlife Lounge Open House
409|Nightmare_Yacht_Apt_F6E5_C85E|Nightmare_Yacht_Apt_F6E5_C85E/large_T034.png|The Nightmare Yacht
410|NMCommCarrot1_4A80_F95C|NMCommCarrot1_4A80_F95C/large_T002.png|Game Arena : Carrot
411|NMCommPlaymax1_5488_9EB5|NMCommPlaymax1_5488_9EB5/large_T003.png|Versus Arena : Playmax
412|Nobunaga_no_Yabou_1_2974_7875|Nobunaga_no_Yabou_1_2974_7875/large_T033.png|Nobunaga's Ambition Online Sengoku Castle (SCEJ)
413|NoMansLand_Level1_7DE4_10B2|NoMansLand_Level1_7DE4_10B2/large_T044.png|No Man's Land: Urban - Downtown
414|NoMansLand_Level2_83BB_8736|NoMansLand_Level2_83BB_8736/large_T033.png|No Man's Land: Urban - Museum
415|NoMansLand_Lobby_9B47_E5F2|NoMansLand_Lobby_9B47_E5F2/large_T048.png|No Man's Land: Drydock
416|NoMansLand_Movie_F410_BAD9|NoMansLand_Movie_F410_BAD9/large_T042.png|No Man's Land: Introduction
417|NoMansLand_TRLobby_9382_FE1A|NoMansLand_TRLobby_9382_FE1A/large_T036.png|Total Recall
418|NoMansLand_TRNewAsia_6A5B_8F06|NoMansLand_TRNewAsia_6A5B_8F06/large_T037.png|Total Recall (SCEAsia)
419|NoMansLand_Tutorial_2C00_F59E|NoMansLand_Tutorial_2C00_F59E/large_T043.png|No Man's Land: Tutorial
420|Novus_Prime_Apt_8645_E53C|Novus_Prime_Apt_8645_E53C/large_T042.png|Novus Prime Officer's Quarters
421|nRage_4A_6A5C|nRage_4A_6A5C/large_T038.png|nRage
422|NSIRCHOME_Apartment_20BA_60F2|NSIRCHOME_Apartment_20BA_60F2/large_T052.png|Ratchet & Clank®: Home Sweet Home
423|NSIRCHOME_Hub_2BC9_87FD|NSIRCHOME_Hub_2BC9_87FD/large_T049.png|Ratchet & Clank®: Time Travelers
424|NSIRCHOME_Skunkworks_143C_BAEF|NSIRCHOME_Skunkworks_143C_BAEF/large_T061.png|Firing Range
425|Obsidian_Officer_Apt_B69F_9B19|Obsidian_Officer_Apt_B69F_9B19/large_T032.png|Obsidian Officer's Quarters
426|Old_West_Saloon_Apt_DDC7_E926|Old_West_Saloon_Apt_DDC7_E926/large_T038.png|Old West Saloon
427|OLM_Apt_SCEAsia_FAD2_A70D|OLM_Apt_SCEAsia_FAD2_A70D/large_T034.png|Oscar's Lobster Mania Island (SCEAsia)
428|Olympic_Throwing_C22_6C19|Olympic_Throwing_C22_6C19/large_T034.png|Hammer Throw
429|Olympic_Track_100m_7304_EED7|Olympic_Track_100m_7304_EED7/large_T040.png|100m Sprint
430|OPFOR_Space_7705_75F1|OPFOR_Space_7705_75F1/large_T032.png|SOCOM: Opposing Force
431|OTwo_peakvox_labs_2_1E20_407A|OTwo_peakvox_labs_2_1E20_407A/large_T034.png|Peakvox Labs
432|OTwo_peakvox_labs_3_F8B7_74CD|OTwo_peakvox_labs_3_F8B7_74CD/large_T052.png|Peakvox Labs
433|OTwo_peakvox_labs_4_F66E_C44C|OTwo_peakvox_labs_4_F66E_C44C/large_T032.png|Seasons-themed room
434|Outso_Sodium_Trainin_73D8_E659|Outso_Sodium_Trainin_73D8_E659/large_T042.png|Sodium Training
435|Painted_Bare_Apt_87E_7A33|Painted_Bare_Apt_87E_7A33/large_T032.png|The Painted Bare Studio
436|Palace_7_Winds_Apt_289_263E|Palace_7_Winds_Apt_289_263E/large_T033.png|Palace of the Seven Winds
437|Paris_Lounge_PS_Asia_6178_7ECB|Paris_Lounge_PS_Asia_6178_7ECB/large_T034.png|City of Flowers Penthouse "Window to the World" (SCEAsia)
438|Paris_Lounge_PS_EU_E03A_C580|Paris_Lounge_PS_EU_E03A_C580/large_T034.png|City of Flowers Penthouse "Window to the World" (SCEE)
439|Paris_Lounge_PS_US_19AA_F560|Paris_Lounge_PS_US_19AA_F560/large_T034.png|City of Flowers Penthouse "Window to the World" (SCEA)
440|Paris_Lounge_PS_VRPP_2562_92E9|Paris_Lounge_PS_VRPP_2562_92E9/large_T034.png|City of Flowers Penthouse "Window to the World" (SCEJ)
441|Peakvox_Apt_1_C520_74AA|Peakvox_Apt_1_C520_74AA/large_T032.png|Summer with sunflowers blooming
442|Peakvox_Apt_2_593D_AF74|Peakvox_Apt_2_593D_AF74/large_T032.png|Summer with sunflowers blooming
443|Peakvox_Ninja_1_4045_EFD7|Peakvox_Ninja_1_4045_EFD7/large_T041.png|Peakvox Ninja (SCEJ)
444|Peakvox_Ninja_3_5BBD_9BBA|Peakvox_Ninja_3_5BBD_9BBA/large_T034.png|Peakvox Ninja (SCEA)
445|Peakvox_Ninja_4_A133_7B85|Peakvox_Ninja_4_A133_7B85/large_T033.png|Peakvox Ninja (SCEE)
446|Peakvox_Ninja_Apt_3D2C_105B|Peakvox_Ninja_Apt_3D2C_105B/large_T036.png|Moonlight Space
447|Penguin_Game Space_76C_2291|Penguin_Gamespace_76C_2291/large_T042.png|Los Penguini Brothers
448|Personal_Casino_Apt_96F9_5BE7|Personal_Casino_Apt_96F9_5BE7/large_T033.png|Personal Casino Apartment
449|Pet_Shop_Aquarium_EA2B_8ADA|Pet_Shop_Aquarium_EA2B_8ADA/large_T032.png|The Pet Shop
450|PetrolHead_Apartment_ADA_7679|PetrolHead_Apartment_ADA_7679/large_T034.png|PetrolHead Apartment
451|PinkParadiceApt_C471_1480|PinkParadiceApt_C471_1480/large_T034.png|Pink Paradise Tour Bus
452|PirateApartment2_99C2_C70B|PirateApartment2_99C2_C70B/large_T048.png|Pirate Galleon Apartment
453|PiratesParadise_Dock_92E5_9B00|PiratesParadise_Dock_92E5_9B00/large_T033.png|Cutthroats Hideaway Apartment
454|PiratesParadise_Lake_4DB1_E98A|PiratesParadise_Lake_4DB1_E98A/large_T045.png|Cutthroats: Battle for Black Powder Cove
455|PixelJunkMothership_400D_64E9|PixelJunkMothership_400D_64E9/large_T033.png|PixelJunk™ Shooter Mother Ship Hangar (SCEJ)
456|PlayStation_Plus_5ABC_6EAA|PlayStation_Plus_5ABC_6EAA/large_T035.png|The PlayStation®Plus Private Members Club
457|Poker_Finals_1E14_C07B|Poker_Finals_1E14_C07B/large_T036.png|Poker Tournament - Finals
458|Poker_Qualifying_F19D_7358|Poker_Qualifying_F19D_7358/large_T036.png|Poker Tournament - Qualifying Room
459|poker_room_5eb_e601|poker_room_5eb_e601/large_T052.png|The Casino: Poker Room
